SAFE: 1, 48 51 52 53 52
SAFE: 1, 86 87 88 91 91
SAFE: 1, 22 25 28 31 32 36
SAFE: 1, 65 66 68 69 71 72 75 82
SAFE: 1, 39 42 41 44 47
SAFE: 0, 20 21 22 19 20 22 23 22
SAFE: 0, 25 26 27 29 31 34 33 33
SAFE: 0, 54 57 59 61 58 59 60 64
SAFE: 0, 17 19 20 22 25 26 24 31
SAFE: 1, 86 88 90 91 92 92 93 95
SAFE: 0, 23 25 25 28 26
SAFE: 0, 56 57 59 60 61 61 62 62
SAFE: 0, 73 75 76 76 79 83
SAFE: 0, 10 13 16 16 18 21 23 30
SAFE: 0, 43 45 49 52 55 58 59 61
SAFE: 0, 69 72 76 77 75
SAFE: 0, 6 9 11 14 18 18
SAFE: 0, 72 74 77 81 84 86 87 91
SAFE: 0, 18 19 22 26 29 32 39
SAFE: 0, 2 5 8 13 16 17
SAFE: 0, 67 70 72 79 78
SAFE: 0, 17 18 23 26 26
SAFE: 0, 68 70 73 79 82 86
SAFE: 0, 71 72 73 79 81 86
SAFE: 1, 14 13 14 17 20 22 25 27
SAFE: 0, 70 67 70 71 74 71
SAFE: 0, 84 83 84 87 88 88
SAFE: 0, 29 27 30 31 32 36
SAFE: 0, 80 78 79 80 82 87
SAFE: 0, 45 42 44 46 49 46 47 49
SAFE: 0, 41 38 39 41 38 41 42 41
SAFE: 0, 69 66 64 65 65
SAFE: 0, 87 86 89 91 89 92 96
SAFE: 0, 30 29 30 32 29 32 37
SAFE: 0, 83 80 80 83 86 87 89 90
SAFE: 0, 56 55 55 57 56
SAFE: 0, 50 47 49 51 51 54 54
SAFE: 0, 8 7 7 10 11 15
SAFE: 0, 15 14 14 15 16 18 21 26
SAFE: 1, 24 21 25 28 31 33 35
SAFE: 0, 36 34 36 37 41 38
SAFE: 0, 43 40 44 46 46
SAFE: 0, 87 84 86 90 94
SAFE: 0, 34 31 34 36 40 41 48
SAFE: 0, 57 55 57 60 66 68 71 73
SAFE: 0, 42 41 46 48 50 49
SAFE: 0, 48 46 53 56 56
SAFE: 0, 86 83 85 87 92 96
SAFE: 0, 67 64 70 72 78
SAFE: 1, 56 56 57 58 61 63
SAFE: 0, 54 54 55 57 59 57
SAFE: 0, 73 73 75 77 79 81 81
SAFE: 0, 30 30 31 33 36 40
SAFE: 0, 64 64 65 66 68 70 73 80
SAFE: 0, 55 55 53 55 58 60 63
SAFE: 0, 80 80 77 80 83 86 85
SAFE: 0, 55 55 56 59 58 59 61 61
SAFE: 0, 31 31 32 30 34
SAFE: 0, 38 38 37 40 46
SAFE: 0, 75 75 76 79 81 81 83 86
SAFE: 0, 70 70 71 71 72 69
SAFE: 0, 13 13 15 18 18 21 21
SAFE: 0, 22 22 25 28 28 32
SAFE: 0, 72 72 75 76 76 83
SAFE: 0, 65 65 69 72 75 76 77 80
SAFE: 0, 43 43 46 48 52 51
SAFE: 0, 21 21 22 24 28 30 30
SAFE: 0, 55 55 59 61 63 66 69 73
SAFE: 0, 13 13 16 17 21 27
SAFE: 0, 61 61 64 66 68 74 76
SAFE: 0, 73 73 74 79 80 79
SAFE: 0, 22 22 25 27 30 37 37
SAFE: 0, 69 69 70 75 79
SAFE: 0, 80 80 86 89 95
SAFE: 1, 29 33 35 36 39 42 45
SAFE: 0, 62 66 69 71 72 75 78 77
SAFE: 0, 31 35 36 37 38 38
SAFE: 0, 53 57 60 62 65 68 69 73
SAFE: 0, 45 49 50 51 53 54 55 61
SAFE: 0, 37 41 43 41 42 44 47 49
SAFE: 0, 87 91 93 90 91 93 92
SAFE: 0, 21 25 26 23 26 28 28
SAFE: 0, 10 14 13 15 18 21 25
SAFE: 0, 13 17 20 22 23 20 23 30
SAFE: 0, 72 76 76 77 78
SAFE: 0, 19 23 26 26 24
SAFE: 0, 80 84 84 85 85
SAFE: 0, 39 43 46 46 50
SAFE: 0, 9 13 15 16 16 18 24
SAFE: 0, 81 85 88 90 93 97 98
SAFE: 0, 37 41 43 47 45
SAFE: 0, 24 28 32 35 36 39 39
SAFE: 0, 40 44 45 49 51 52 56
SAFE: 0, 42 46 50 53 56 63
SAFE: 0, 4 8 14 16 17 20 22 23
SAFE: 0, 30 34 40 42 40
SAFE: 0, 42 46 47 48 50 57 57
SAFE: 0, 69 73 78 81 85
SAFE: 0, 41 45 47 53 59
SAFE: 1, 57 63 64 65 68
SAFE: 0, 78 83 86 88 90 92 90
SAFE: 0, 38 43 46 49 50 50
SAFE: 0, 15 20 21 23 26 29 33
SAFE: 0, 22 27 29 30 36
SAFE: 0, 69 74 76 79 82 84 83 86
SAFE: 0, 7 14 11 14 13
SAFE: 0, 19 26 25 28 28
SAFE: 0, 67 74 75 77 76 80
SAFE: 0, 60 67 68 66 69 71 76
SAFE: 0, 76 83 85 86 88 88 89
SAFE: 0, 78 84 84 85 87 90 91 89
SAFE: 0, 15 21 21 23 25 27 28 28
SAFE: 0, 63 69 69 71 73 74 78
SAFE: 0, 57 64 64 65 72
SAFE: 0, 39 46 47 50 51 55 56 59
SAFE: 0, 80 86 89 91 95 97 94
SAFE: 0, 4 11 15 16 16
SAFE: 0, 5 11 13 17 21
SAFE: 0, 56 61 64 66 67 71 73 78
SAFE: 0, 9 14 17 20 27 30 32
SAFE: 0, 80 86 87 92 91
SAFE: 0, 64 70 72 75 82 82
SAFE: 0, 23 30 33 35 42 46
SAFE: 0, 54 61 64 67 72 79
SAFE: 1, 90 88 85 84 87
SAFE: 1, 96 94 92 90 87 84 84
SAFE: 1, 57 56 54 52 50 49 48 44
SAFE: 1, 51 49 46 43 42 37
SAFE: 1, 25 22 19 21 20 17 14 13
SAFE: 0, 55 53 52 49 51 50 53
SAFE: 0, 6 4 7 4 4
SAFE: 0, 20 19 16 17 16 14 10
SAFE: 0, 79 76 73 70 73 71 65
SAFE: 1, 94 91 91 88 87 84
SAFE: 0, 67 65 63 62 59 59 62
SAFE: 0, 18 16 14 14 11 11
SAFE: 0, 55 53 51 50 47 46 46 42
SAFE: 0, 39 37 34 33 33 27
SAFE: 0, 54 51 47 46 43
SAFE: 0, 31 30 26 25 26
SAFE: 0, 43 40 39 35 34 34
SAFE: 0, 98 97 94 90 89 86 82
SAFE: 0, 79 78 76 72 70 68 61
SAFE: 0, 42 41 40 37 34 27 24
SAFE: 0, 30 28 25 22 15 17
SAFE: 0, 80 78 76 69 68 67 67
SAFE: 0, 57 54 49 48 46 42
SAFE: 0, 82 81 80 74 73 70 68 61
SAFE: 1, 12 13 11 9 7
SAFE: 0, 44 46 45 43 45
SAFE: 0, 75 78 77 75 75
SAFE: 0, 66 67 64 63 59
SAFE: 0, 84 85 82 81 78 76 75 70
SAFE: 0, 57 58 60 58 55 54 53 52
SAFE: 1, 52 53 54 52 55
SAFE: 0, 82 85 83 80 81 79 77 77
SAFE: 0, 25 27 26 23 24 23 20 16
SAFE: 0, 53 56 53 50 51 46
SAFE: 0, 87 90 90 87 84 82
SAFE: 0, 14 17 14 13 13 15
SAFE: 0, 84 87 86 86 86
SAFE: 0, 24 26 25 25 23 20 17 13
SAFE: 0, 26 29 28 27 26 23 23 16
SAFE: 1, 74 75 71 68 66 64
SAFE: 0, 96 97 94 91 87 85 87
SAFE: 0, 56 59 58 54 54
SAFE: 0, 65 67 66 62 58
SAFE: 0, 67 70 66 65 63 62 57
SAFE: 0, 84 86 83 76 73 71
SAFE: 0, 58 59 56 53 50 45 48
SAFE: 0, 86 87 82 79 79
SAFE: 0, 28 31 29 24 20
SAFE: 0, 84 86 81 80 74
SAFE: 1, 90 90 89 86 83 80 79
SAFE: 0, 8 8 7 5 4 3 5
SAFE: 0, 29 29 28 26 24 23 20 20
SAFE: 0, 41 41 38 35 34 31 30 26
SAFE: 0, 54 54 53 50 45
SAFE: 0, 82 82 79 78 77 79 76
SAFE: 0, 96 96 93 90 88 89 90
SAFE: 0, 65 65 64 62 65 64 64
SAFE: 0, 11 11 13 10 9 8 6 2
SAFE: 0, 34 34 37 35 30
SAFE: 0, 8 8 8 7 6 5
SAFE: 0, 38 38 38 36 37
SAFE: 0, 16 16 16 14 13 10 10
SAFE: 0, 16 16 14 14 12 8
SAFE: 0, 70 70 67 65 65 59
SAFE: 0, 51 51 50 46 43 41
SAFE: 0, 45 45 43 39 41
SAFE: 0, 75 75 73 70 68 67 63 63
SAFE: 0, 83 83 81 77 75 71
SAFE: 0, 68 68 64 62 59 52
SAFE: 0, 99 99 97 92 91 90
SAFE: 0, 47 47 41 38 41
SAFE: 0, 66 66 64 62 61 56 56
SAFE: 0, 94 94 87 84 80
SAFE: 0, 73 73 71 64 62 60 53
SAFE: 1, 18 14 13 12 10 9
SAFE: 0, 84 80 78 76 74 71 69 71
SAFE: 0, 87 83 82 80 77 74 74
SAFE: 0, 54 50 47 45 42 40 38 34
SAFE: 0, 24 20 18 15 9
SAFE: 0, 60 56 53 55 52
SAFE: 0, 51 47 46 47 50
SAFE: 0, 46 42 39 37 38 38
SAFE: 0, 54 50 48 47 50 46
SAFE: 0, 77 73 76 74 73 71 69 63
SAFE: 0, 53 49 47 46 45 45 44
SAFE: 0, 19 15 13 13 11 8 6 7
SAFE: 0, 46 42 40 40 39 36 36
SAFE: 0, 96 92 92 91 87
SAFE: 0, 27 23 23 22 19 14
SAFE: 0, 93 89 87 84 83 79 76 75
SAFE: 0, 62 58 57 54 50 53
SAFE: 0, 98 94 91 87 86 86
SAFE: 0, 74 70 67 63 60 56
SAFE: 0, 82 78 75 71 69 68 65 59
SAFE: 0, 51 47 45 44 37 36
SAFE: 0, 72 68 66 60 59 60
SAFE: 0, 62 58 57 52 50 50
SAFE: 0, 35 31 24 21 17
SAFE: 0, 72 68 65 62 57 52
SAFE: 1, 94 87 86 84 83 82
SAFE: 0, 99 94 91 90 88 86 87
SAFE: 0, 40 35 32 31 30 30
SAFE: 0, 95 90 88 87 83
SAFE: 0, 90 84 81 78 76 74 71 66
SAFE: 0, 62 57 56 58 57 56 53
SAFE: 0, 29 23 24 22 25
SAFE: 0, 87 81 78 79 79
SAFE: 0, 16 9 8 9 8 4
SAFE: 0, 23 16 19 16 14 13 7
SAFE: 0, 80 73 70 67 67 65
SAFE: 0, 88 81 79 77 75 75 78
SAFE: 0, 25 19 19 18 16 16
SAFE: 0, 76 69 68 67 66 66 64 60
SAFE: 0, 26 19 18 17 17 10
SAFE: 0, 26 21 19 15 13
SAFE: 0, 47 40 36 35 37
SAFE: 0, 92 87 83 81 79 77 76 76
SAFE: 0, 42 35 34 30 28 27 23
SAFE: 0, 31 24 21 17 16 13 11 6
SAFE: 0, 73 67 66 63 61 59 53 52
SAFE: 0, 58 52 50 45 44 46
SAFE: 0, 31 24 17 14 11 11
SAFE: 0, 32 26 21 20 17 14 10
SAFE: 0, 45 40 34 33 31 28 21
SAFE: 1, 61 62 64 67 70 72 70
SAFE: 1, 29 30 32 34 34
SAFE: 1, 89 90 92 93 97
SAFE: 1, 26 28 31 32 35 42
SAFE: 0, 88 90 87 88 91 93 96 99
SAFE: 0, 68 71 74 76 77 74 71
SAFE: 0, 83 85 84 85 85
SAFE: 1, 57 58 59 57 61
SAFE: 0, 27 30 32 35 33 34 37 44
SAFE: 1, 59 60 63 63 66 67
SAFE: 0, 76 78 79 82 84 84 85 82
SAFE: 0, 44 47 50 50 53 54 55 55
SAFE: 0, 23 25 25 28 32
SAFE: 0, 11 14 17 17 20 27
SAFE: 0, 49 51 54 55 56 60 63
SAFE: 1, 52 55 57 61 60
SAFE: 0, 35 36 38 42 44 44
SAFE: 0, 9 11 15 18 19 21 25
SAFE: 0, 78 81 82 86 89 95
SAFE: 0, 54 56 61 63 66 69
SAFE: 0, 86 89 96 99 96
SAFE: 0, 31 34 35 37 38 44 45 45
SAFE: 0, 70 71 76 78 81 82 83 87
SAFE: 0, 29 31 33 38 39 40 41 48
SAFE: 1, 68 66 68 69 70
SAFE: 0, 84 81 82 84 87 89 87
SAFE: 0, 72 70 72 75 75
SAFE: 0, 18 15 17 18 22
SAFE: 0, 8 7 10 12 13 16 19 24
